/home/utkarsh/opensim-rl/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 10010). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'cuda': False,
 'curriculum_threshold': 0.85,
 'env_name': 'mocca_envs:Walker3DStepperEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_02_01__00_55_02__experiment1/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'load_saved_controller': False,
 'log_dir': 'runs/2021_02_01__00_55_02__experiment1/logs',
 'log_interval': 1,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'num_ensembles': 1,
 'num_frames': 200000000.0,
 'num_mini_batch': 39,
 'num_processes': 56,
 'num_steps': 714,
 'num_tests': 4,
 'plot_prob': False,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'robot_power_decay_type': 'exponential',
 'sampling_scale': 150,
 'save_dir': 'runs/2021_02_01__00_55_02__experiment1/models',
 'save_every': 10000000.0,
 'save_sampling_prob': False,
 'seed': 8,
 'use_adaptive_sampling': False,
 'use_curriculum': False,
 'use_gae': True,
 'use_mirror': False,
 'use_phase_mirror': False,
 'use_specialist': False,
 'use_threshold_sampling': False}
--------------------------------------
/home/utkarsh/opensim-rl/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 39984, FPS 541, mean/median reward 12.5/10.5, min/max reward -13.6/38.7, test_mean/median reward 25.4/25.4, test_min/max reward 25.4/25.4, entropy -1.80764, value loss 10.51700, policy loss -0.01014
Updates 13, num timesteps 519792, FPS 542, mean/median reward 53.5/54.3, min/max reward 29.7/78.2, test_mean/median reward 64.3/64.3, test_min/max reward 64.3/64.3, entropy -3.05593, value loss 7.76849, policy loss -0.02308
Updates 14, num timesteps 559776, FPS 542, mean/median reward 57.2/58.5, min/max reward 28.9/74.5, test_mean/median reward 67.8/67.8, test_min/max reward 67.8/67.8, entropy -3.14917, value loss 8.00260, policy loss -0.02746
Updates 15, num timesteps 599760, FPS 542, mean/median reward 59.9/61.5, min/max reward 35.3/76.1, test_mean/median reward 78.9/78.9, test_min/max reward 78.9/78.9, entropy -3.25068, value loss 5.87872, policy loss -0.02115
Updates 16, num timesteps 639744, FPS 543, mean/median reward 62.3/63.2, min/max reward 18.1/91.6, test_mean/median reward 80.3/80.3, test_min/max reward 80.3/80.3, entropy -3.34152, value loss 6.00408, policy loss -0.02288
Updates 17, num timesteps 679728, FPS 543, mean/median reward 64.9/64.2, min/max reward 48.5/85.9, test_mean/median reward 82.8/82.8, test_min/max reward 82.8/82.8, entropy -3.42146, value loss 6.11783, policy loss -0.02019
Updates 18, num timesteps 719712, FPS 542, mean/median reward 71.1/71.4, min/max reward 53.0/90.0, test_mean/median reward 77.9/77.9, test_min/max reward 77.9/77.9, entropy -3.52487, value loss 5.60176, policy loss -0.02221
Updates 19, num timesteps 759696, FPS 542, mean/median reward 75.3/74.8, min/max reward 53.9/95.5, test_mean/median reward 88.8/88.8, test_min/max reward 88.8/88.8, entropy -3.60953, value loss 5.98447, policy loss -0.00408
Updates 20, num timesteps 799680, FPS 542, mean/median reward 77.6/78.8, min/max reward 49.2/107.4, test_mean/median reward 97.2/97.2, test_min/max reward 97.2/97.2, entropy -3.72231, value loss 5.87573, policy loss -0.02409
Updates 21, num timesteps 839664, FPS 542, mean/median reward 80.5/81.1, min/max reward 62.5/101.8, test_mean/median reward 98.4/98.4, test_min/max reward 98.4/98.4, entropy -3.80647, value loss 6.44908, policy loss -0.00524
Updates 22, num timesteps 879648, FPS 543, mean/median reward 86.3/86.2, min/max reward 43.5/108.8, test_mean/median reward 104.9/104.9, test_min/max reward 104.9/104.9, entropy -3.93083, value loss 5.57508, policy loss -0.01046
Updates 23, num timesteps 919632, FPS 543, mean/median reward 86.2/85.8, min/max reward 65.0/106.6, test_mean/median reward 107.6/107.6, test_min/max reward 107.6/107.6, entropy -4.02605, value loss 4.67221, policy loss -0.01468
Updates 24, num timesteps 959616, FPS 544, mean/median reward 90.6/90.9, min/max reward 70.8/120.0, test_mean/median reward 108.1/108.1, test_min/max reward 108.1/108.1, entropy -4.11052, value loss 5.53117, policy loss -0.02102
Updates 25, num timesteps 999600, FPS 544, mean/median reward 91.7/91.3, min/max reward 66.0/125.2, test_mean/median reward 106.5/106.5, test_min/max reward 106.5/106.5, entropy -4.19738, value loss 5.00053, policy loss -0.02202
Updates 26, num timesteps 1039584, FPS 545, mean/median reward 95.9/95.0, min/max reward 72.5/120.9, test_mean/median reward 109.6/109.6, test_min/max reward 109.6/109.6, entropy -4.27598, value loss 5.30954, policy loss -0.01725
Updates 27, num timesteps 1079568, FPS 545, mean/median reward 101.5/101.0, min/max reward 70.7/126.1, test_mean/median reward 106.7/106.7, test_min/max reward 106.7/106.7, entropy -4.37051, value loss 5.09072, policy loss -0.01713
Updates 28, num timesteps 1119552, FPS 546, mean/median reward 104.4/102.9, min/max reward 75.1/163.8, test_mean/median reward 109.5/109.5, test_min/max reward 109.5/109.5, entropy -4.44824, value loss 5.15900, policy loss -0.02645
Updates 29, num timesteps 1159536, FPS 547, mean/median reward 104.1/105.7, min/max reward 64.4/147.9, test_mean/median reward 85.4/85.4, test_min/max reward 85.4/85.4, entropy -4.52122, value loss 5.88458, policy loss -0.02837
Updates 30, num timesteps 1199520, FPS 547, mean/median reward 109.5/111.9, min/max reward 68.8/151.7, test_mean/median reward 107.2/107.2, test_min/max reward 107.2/107.2, entropy -4.59721, value loss 5.80682, policy loss -0.03028
Updates 31, num timesteps 1239504, FPS 548, mean/median reward 112.1/111.4, min/max reward 83.5/147.6, test_mean/median reward 126.5/126.5, test_min/max reward 126.5/126.5, entropy -4.64630, value loss 5.88083, policy loss -0.01258
Updates 32, num timesteps 1279488, FPS 549, mean/median reward 115.4/115.7, min/max reward 74.6/150.3, test_mean/median reward 117.1/117.1, test_min/max reward 117.1/117.1, entropy -4.68720, value loss 5.16763, policy loss -0.02771
Updates 33, num timesteps 1319472, FPS 549, mean/median reward 120.1/118.7, min/max reward 79.8/146.6, test_mean/median reward 114.2/114.2, test_min/max reward 114.2/114.2, entropy -4.76641, value loss 5.73394, policy loss -0.02741
Updates 34, num timesteps 1359456, FPS 549, mean/median reward 119.2/118.6, min/max reward 93.5/152.3, test_mean/median reward 130.1/130.1, test_min/max reward 130.1/130.1, entropy -4.84362, value loss 3.99400, policy loss -0.02592
Updates 35, num timesteps 1399440, FPS 550, mean/median reward 121.2/121.8, min/max reward 93.2/144.5, test_mean/median reward 129.7/129.7, test_min/max reward 129.7/129.7, entropy -4.90639, value loss 4.45897, policy loss -0.02367
Updates 36, num timesteps 1439424, FPS 550, mean/median reward 126.8/125.9, min/max reward 101.5/163.1, test_mean/median reward 128.3/128.3, test_min/max reward 128.3/128.3, entropy -4.97013, value loss 4.47523, policy loss -0.01786
Updates 37, num timesteps 1479408, FPS 551, mean/median reward 121.4/121.2, min/max reward 85.1/152.6, test_mean/median reward 140.9/140.9, test_min/max reward 140.9/140.9, entropy -5.05856, value loss 3.59579, policy loss 0.01340
Updates 38, num timesteps 1519392, FPS 551, mean/median reward 126.0/129.1, min/max reward 26.9/162.2, test_mean/median reward 107.3/107.3, test_min/max reward 107.3/107.3, entropy -5.13760, value loss 4.03630, policy loss -0.02178
Updates 39, num timesteps 1559376, FPS 552, mean/median reward 130.3/130.5, min/max reward 87.5/173.5, test_mean/median reward 142.0/142.0, test_min/max reward 142.0/142.0, entropy -5.21826, value loss 4.14449, policy loss -0.02126
Updates 40, num timesteps 1599360, FPS 552, mean/median reward 134.7/133.3, min/max reward 96.6/181.1, test_mean/median reward 139.9/139.9, test_min/max reward 139.9/139.9, entropy -5.28659, value loss 3.72166, policy loss -0.01765
Updates 41, num timesteps 1639344, FPS 552, mean/median reward 136.7/137.7, min/max reward 101.3/171.2, test_mean/median reward 107.6/107.6, test_min/max reward 107.6/107.6, entropy -5.34414, value loss 4.90567, policy loss -0.02267
Updates 42, num timesteps 1679328, FPS 553, mean/median reward 144.4/143.5, min/max reward 64.1/184.2, test_mean/median reward 129.2/129.2, test_min/max reward 129.2/129.2, entropy -5.40387, value loss 5.32809, policy loss -0.01982
Updates 43, num timesteps 1719312, FPS 553, mean/median reward 145.9/140.8, min/max reward 117.2/242.9, test_mean/median reward 118.4/118.4, test_min/max reward 118.4/118.4, entropy -5.45122, value loss 5.48506, policy loss -0.01243
Updates 44, num timesteps 1759296, FPS 554, mean/median reward 143.3/143.5, min/max reward 59.7/179.6, test_mean/median reward 118.0/118.0, test_min/max reward 118.0/118.0, entropy -5.50848, value loss 6.99082, policy loss -0.02416
Updates 45, num timesteps 1799280, FPS 554, mean/median reward 150.6/148.7, min/max reward 116.0/204.0, test_mean/median reward 174.0/174.0, test_min/max reward 174.0/174.0, entropy -5.53342, value loss 4.75589, policy loss -0.01655
Updates 46, num timesteps 1839264, FPS 554, mean/median reward 154.0/151.5, min/max reward 114.8/201.7, test_mean/median reward 173.4/173.4, test_min/max reward 173.4/173.4, entropy -5.57613, value loss 5.25611, policy loss -0.01536
Updates 47, num timesteps 1879248, FPS 555, mean/median reward 155.3/155.8, min/max reward 102.9/192.1, test_mean/median reward 154.4/154.4, test_min/max reward 154.4/154.4, entropy -5.60269, value loss 6.01462, policy loss -0.02230
Updates 48, num timesteps 1919232, FPS 555, mean/median reward 156.4/159.6, min/max reward 92.2/202.3, test_mean/median reward 155.1/155.1, test_min/max reward 155.1/155.1, entropy -5.62085, value loss 6.40677, policy loss -0.02492
Updates 49, num timesteps 1959216, FPS 555, mean/median reward 161.6/159.5, min/max reward 107.4/239.5, test_mean/median reward 184.4/184.4, test_min/max reward 184.4/184.4, entropy -5.67128, value loss 5.64015, policy loss -0.00871
Updates 50, num timesteps 1999200, FPS 555, mean/median reward 158.2/156.9, min/max reward 123.5/210.9, test_mean/median reward 852.5/852.5, test_min/max reward 852.5/852.5, entropy -5.73640, value loss 4.54502, policy loss -0.01026
Updates 51, num timesteps 2039184, FPS 556, mean/median reward 167.3/166.9, min/max reward 90.7/249.2, test_mean/median reward 183.4/183.4, test_min/max reward 183.4/183.4, entropy -5.79006, value loss 5.55837, policy loss -0.02188
Updates 52, num timesteps 2079168, FPS 556, mean/median reward 174.5/171.5, min/max reward 125.5/246.7, test_mean/median reward 198.2/198.2, test_min/max reward 198.2/198.2, entropy -5.84591, value loss 5.53830, policy loss -0.02486
Updates 53, num timesteps 2119152, FPS 556, mean/median reward 167.4/170.3, min/max reward 114.3/222.6, test_mean/median reward 192.6/192.6, test_min/max reward 192.6/192.6, entropy -5.88978, value loss 6.41717, policy loss -0.01914
Updates 54, num timesteps 2159136, FPS 556, mean/median reward 177.2/171.8, min/max reward 134.1/295.9, test_mean/median reward 153.5/153.5, test_min/max reward 153.5/153.5, entropy -5.92769, value loss 6.75031, policy loss -0.01679
Updates 55, num timesteps 2199120, FPS 557, mean/median reward 184.5/181.4, min/max reward 132.6/303.2, test_mean/median reward 189.3/189.3, test_min/max reward 189.3/189.3, entropy -5.95515, value loss 6.32502, policy loss -0.01399
Updates 56, num timesteps 2239104, FPS 557, mean/median reward 182.0/178.8, min/max reward 142.3/300.3, test_mean/median reward 147.4/147.4, test_min/max reward 147.4/147.4, entropy -5.97362, value loss 6.14072, policy loss -0.01115
Updates 57, num timesteps 2279088, FPS 557, mean/median reward 176.2/176.1, min/max reward 113.1/242.0, test_mean/median reward 272.1/272.1, test_min/max reward 272.1/272.1, entropy -6.01956, value loss 6.35649, policy loss -0.02306
Updates 58, num timesteps 2319072, FPS 558, mean/median reward 185.7/183.7, min/max reward 119.5/251.7, test_mean/median reward 165.1/165.1, test_min/max reward 165.1/165.1, entropy -6.05587, value loss 6.29025, policy loss -0.01310
Updates 59, num timesteps 2359056, FPS 558, mean/median reward 185.1/181.4, min/max reward 137.6/270.4, test_mean/median reward 918.2/918.2, test_min/max reward 918.2/918.2, entropy -6.07865, value loss 6.50279, policy loss -0.00146
Updates 60, num timesteps 2399040, FPS 558, mean/median reward 189.1/187.5, min/max reward 120.3/303.4, test_mean/median reward 277.1/277.1, test_min/max reward 277.1/277.1, entropy -6.10974, value loss 6.32931, policy loss -0.02550
Updates 61, num timesteps 2439024, FPS 558, mean/median reward 185.7/181.9, min/max reward 130.4/268.4, test_mean/median reward 176.1/176.1, test_min/max reward 176.1/176.1, entropy -6.14538, value loss 5.91580, policy loss -0.01680
Updates 62, num timesteps 2479008, FPS 558, mean/median reward 183.9/179.3, min/max reward 125.5/262.1, test_mean/median reward 194.4/194.4, test_min/max reward 194.4/194.4, entropy -6.20048, value loss 7.08882, policy loss -0.01753
Updates 63, num timesteps 2518992, FPS 558, mean/median reward 187.9/181.4, min/max reward 139.1/423.2, test_mean/median reward 185.6/185.6, test_min/max reward 185.6/185.6, entropy -6.22522, value loss 6.81277, policy loss -0.00453
Updates 64, num timesteps 2558976, FPS 559, mean/median reward 190.9/187.5, min/max reward 130.4/276.3, test_mean/median reward 691.5/691.5, test_min/max reward 691.5/691.5, entropy -6.26040, value loss 6.42903, policy loss -0.00949
Updates 65, num timesteps 2598960, FPS 559, mean/median reward 187.9/187.4, min/max reward 85.4/269.7, test_mean/median reward 127.3/127.3, test_min/max reward 127.3/127.3, entropy -6.28396, value loss 8.72887, policy loss -0.00601
Updates 66, num timesteps 2638944, FPS 559, mean/median reward 194.3/187.3, min/max reward 112.9/407.9, test_mean/median reward 160.1/160.1, test_min/max reward 160.1/160.1, entropy -6.31126, value loss 8.28938, policy loss -0.00177
Updates 67, num timesteps 2678928, FPS 559, mean/median reward 191.7/185.4, min/max reward 103.3/272.7, test_mean/median reward 133.0/133.0, test_min/max reward 133.0/133.0, entropy -6.33983, value loss 8.71154, policy loss -0.01832
Updates 68, num timesteps 2718912, FPS 560, mean/median reward 197.8/190.8, min/max reward 133.4/312.1, test_mean/median reward 396.4/396.4, test_min/max reward 396.4/396.4, entropy -6.36011, value loss 9.68710, policy loss -0.00409
Updates 69, num timesteps 2758896, FPS 560, mean/median reward 193.2/186.1, min/max reward 63.1/357.6, test_mean/median reward 153.8/153.8, test_min/max reward 153.8/153.8, entropy -6.39754, value loss 8.30832, policy loss -0.01531
Updates 70, num timesteps 2798880, FPS 560, mean/median reward 188.3/180.3, min/max reward 110.8/288.5, test_mean/median reward 172.0/172.0, test_min/max reward 172.0/172.0, entropy -6.41394, value loss 8.88151, policy loss 0.01223
Updates 71, num timesteps 2838864, FPS 560, mean/median reward 191.3/189.3, min/max reward 129.2/274.4, test_mean/median reward 161.1/161.1, test_min/max reward 161.1/161.1, entropy -6.41366, value loss 7.93914, policy loss -0.01505
Updates 72, num timesteps 2878848, FPS 561, mean/median reward 193.3/189.0, min/max reward 115.5/328.4, test_mean/median reward 185.9/185.9, test_min/max reward 185.9/185.9, entropy -6.42505, value loss 9.41067, policy loss -0.02062
Updates 73, num timesteps 2918832, FPS 561, mean/median reward 196.0/189.6, min/max reward 139.7/328.4, test_mean/median reward 188.1/188.1, test_min/max reward 188.1/188.1, entropy -6.43619, value loss 8.65426, policy loss -0.00316
Updates 74, num timesteps 2958816, FPS 561, mean/median reward 200.7/199.0, min/max reward 155.2/268.5, test_mean/median reward 154.4/154.4, test_min/max reward 154.4/154.4, entropy -6.44632, value loss 8.31588, policy loss -0.01714
Updates 75, num timesteps 2998800, FPS 561, mean/median reward 192.3/187.0, min/max reward 133.5/410.5, test_mean/median reward 235.1/235.1, test_min/max reward 235.1/235.1, entropy -6.46589, value loss 7.66153, policy loss 0.00206
Updates 76, num timesteps 3038784, FPS 561, mean/median reward 190.2/184.2, min/max reward 119.7/307.6, test_mean/median reward 251.2/251.2, test_min/max reward 251.2/251.2, entropy -6.51758, value loss 8.21976, policy loss -0.02036
Updates 77, num timesteps 3078768, FPS 562, mean/median reward 191.2/191.3, min/max reward 135.9/283.1, test_mean/median reward 166.8/166.8, test_min/max reward 166.8/166.8, entropy -6.55356, value loss 8.43621, policy loss -0.01810
Updates 78, num timesteps 3118752, FPS 562, mean/median reward 197.2/195.2, min/max reward 99.0/299.4, test_mean/median reward 199.9/199.9, test_min/max reward 199.9/199.9, entropy -6.57899, value loss 8.24952, policy loss -0.01810
Updates 79, num timesteps 3158736, FPS 562, mean/median reward 202.0/191.2, min/max reward 137.0/316.5, test_mean/median reward 193.6/193.6, test_min/max reward 193.6/193.6, entropy -6.61448, value loss 7.61302, policy loss -0.01164
Updates 80, num timesteps 3198720, FPS 562, mean/median reward 207.6/200.0, min/max reward 145.5/380.5, test_mean/median reward 222.4/222.4, test_min/max reward 222.4/222.4, entropy -6.62870, value loss 6.95550, policy loss 0.00295
Updates 81, num timesteps 3238704, FPS 562, mean/median reward 185.7/187.5, min/max reward 51.3/268.2, test_mean/median reward 217.4/217.4, test_min/max reward 217.4/217.4, entropy -6.64266, value loss 8.82395, policy loss -0.02103
Updates 82, num timesteps 3278688, FPS 562, mean/median reward 181.2/175.9, min/max reward 138.7/364.5, test_mean/median reward 133.5/133.5, test_min/max reward 133.5/133.5, entropy -6.65233, value loss 8.44542, policy loss 0.00196
Updates 83, num timesteps 3318672, FPS 562, mean/median reward 192.1/189.3, min/max reward 96.5/271.7, test_mean/median reward 155.9/155.9, test_min/max reward 155.9/155.9, entropy -6.68365, value loss 7.46549, policy loss -0.01047
Updates 84, num timesteps 3358656, FPS 562, mean/median reward 196.7/186.5, min/max reward 131.1/282.8, test_mean/median reward 211.3/211.3, test_min/max reward 211.3/211.3, entropy -6.70734, value loss 7.00618, policy loss -0.01730
Updates 85, num timesteps 3398640, FPS 562, mean/median reward 207.9/198.6, min/max reward 105.8/343.1, test_mean/median reward 225.3/225.3, test_min/max reward 225.3/225.3, entropy -6.76465, value loss 6.93479, policy loss -0.02451
Updates 86, num timesteps 3438624, FPS 563, mean/median reward 210.6/195.5, min/max reward 122.7/398.0, test_mean/median reward 245.6/245.6, test_min/max reward 245.6/245.6, entropy -6.81536, value loss 6.47113, policy loss -0.01617
Updates 87, num timesteps 3478608, FPS 563, mean/median reward 202.2/195.8, min/max reward 144.6/298.7, test_mean/median reward 272.0/272.0, test_min/max reward 272.0/272.0, entropy -6.85169, value loss 6.13528, policy loss -0.01816
Updates 88, num timesteps 3518592, FPS 563, mean/median reward 210.1/205.7, min/max reward 156.7/276.6, test_mean/median reward 249.2/249.2, test_min/max reward 249.2/249.2, entropy -6.88669, value loss 5.99498, policy loss -0.01524
Updates 89, num timesteps 3558576, FPS 563, mean/median reward 215.9/210.9, min/max reward 154.9/366.1, test_mean/median reward 280.8/280.8, test_min/max reward 280.8/280.8, entropy -6.92106, value loss 6.44592, policy loss -0.01769
Updates 90, num timesteps 3598560, FPS 563, mean/median reward 225.8/210.1, min/max reward 137.9/403.6, test_mean/median reward 246.6/246.6, test_min/max reward 246.6/246.6, entropy -6.95877, value loss 6.33538, policy loss -0.01294
Updates 91, num timesteps 3638544, FPS 563, mean/median reward 224.0/218.1, min/max reward 151.9/370.6, test_mean/median reward 253.8/253.8, test_min/max reward 253.8/253.8, entropy -6.98444, value loss 8.99594, policy loss -0.01932
Updates 92, num timesteps 3678528, FPS 563, mean/median reward 219.9/214.9, min/max reward 135.0/319.8, test_mean/median reward 1012.0/1012.0, test_min/max reward 1012.0/1012.0, entropy -7.00697, value loss 7.06478, policy loss -0.02372
Updates 93, num timesteps 3718512, FPS 563, mean/median reward 237.1/225.7, min/max reward 160.8/396.9, test_mean/median reward 299.6/299.6, test_min/max reward 299.6/299.6, entropy -7.02565, value loss 8.10626, policy loss -0.01587
Updates 94, num timesteps 3758496, FPS 563, mean/median reward 244.4/233.4, min/max reward 164.3/382.8, test_mean/median reward 201.4/201.4, test_min/max reward 201.4/201.4, entropy -7.05520, value loss 6.70090, policy loss -0.01603
Updates 95, num timesteps 3798480, FPS 564, mean/median reward 237.3/230.5, min/max reward 153.0/419.3, test_mean/median reward 186.4/186.4, test_min/max reward 186.4/186.4, entropy -7.06229, value loss 7.52024, policy loss -0.01674
Updates 96, num timesteps 3838464, FPS 564, mean/median reward 248.1/238.0, min/max reward 164.9/434.0, test_mean/median reward 1002.6/1002.6, test_min/max reward 1002.6/1002.6, entropy -7.08693, value loss 8.15094, policy loss -0.01093
Updates 97, num timesteps 3878448, FPS 564, mean/median reward 259.2/251.0, min/max reward 166.4/476.6, test_mean/median reward 245.3/245.3, test_min/max reward 245.3/245.3, entropy -7.11790, value loss 7.57271, policy loss -0.01090
Updates 98, num timesteps 3918432, FPS 564, mean/median reward 239.5/233.3, min/max reward 169.8/406.0, test_mean/median reward 812.1/812.1, test_min/max reward 812.1/812.1, entropy -7.14764, value loss 7.35998, policy loss -0.01934
Updates 99, num timesteps 3958416, FPS 564, mean/median reward 263.6/238.9, min/max reward 128.0/553.4, test_mean/median reward 807.7/807.7, test_min/max reward 807.7/807.7, entropy -7.16614, value loss 8.66690, policy loss -0.01952
Updates 100, num timesteps 3998400, FPS 564, mean/median reward 271.2/252.0, min/max reward 174.0/796.9, test_mean/median reward 230.8/230.8, test_min/max reward 230.8/230.8, entropy -7.17145, value loss 7.45444, policy loss -0.01501
Updates 101, num timesteps 4038384, FPS 564, mean/median reward 263.9/243.6, min/max reward 109.8/575.7, test_mean/median reward 1100.2/1100.2, test_min/max reward 1100.2/1100.2, entropy -7.19511, value loss 8.65884, policy loss -0.01465
Updates 102, num timesteps 4078368, FPS 564, mean/median reward 251.0/241.6, min/max reward 150.6/404.9, test_mean/median reward 311.0/311.0, test_min/max reward 311.0/311.0, entropy -7.23102, value loss 8.56489, policy loss -0.00152
Updates 103, num timesteps 4118352, FPS 564, mean/median reward 250.9/246.5, min/max reward 152.9/372.3, test_mean/median reward 324.9/324.9, test_min/max reward 324.9/324.9, entropy -7.26369, value loss 7.80483, policy loss -0.01912
Updates 104, num timesteps 4158336, FPS 565, mean/median reward 253.2/235.9, min/max reward 179.3/493.0, test_mean/median reward 578.3/578.3, test_min/max reward 578.3/578.3, entropy -7.28454, value loss 7.75424, policy loss -0.02383
Updates 105, num timesteps 4198320, FPS 565, mean/median reward 254.2/244.7, min/max reward 168.7/489.4, test_mean/median reward 1156.6/1156.6, test_min/max reward 1156.6/1156.6, entropy -7.32238, value loss 9.22791, policy loss -0.01706
